internal_id,original_header,source_file,domain,organism,model_group,class,original_length,model_input_length,group_id,partition
seq_6d4fc69a3658fa547650,FP005083 ARHGAP10_2          :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,b2788365ef5546e6b5e1,train
seq_d266be3a23fe4580cafe,FP005084 NR3C2_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,0fa06f1566106af53885,validation
seq_fa921950a0cc62a3b4d6,FP005085 DCLK2_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,13370ba0dc91a902e4b6,test
seq_f1d667328fe7a2df36ec,FP005086 MAB21L2_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,7b27f1a594602cba9d17,validation
seq_fba1fe610f985f0e3197,FP005087 LRBA_3              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,292d11ae7e36b56f607a,validation
seq_e1283f754541dff35078,FP005088 LRBA_2              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,52eae747879890c4304a,train
seq_cd964231eea8f8d3863f,FP005089 LRBA_1              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,e7f403a5086dc4cfd6fd,train
seq_52e34ff4a855c329d0e6,FP005090 RPS3A_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,291cdce07836bb431743,train
seq_af4ff81bbb43391b94ec,FP005091 SH3D19_3            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,a6f2313844fc9713e49e,validation
seq_077954aa81b65c9c0a13,FP005092 SH3D19_2            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,ce4311a86f5eae09f3e2,train
seq_8256987bc3b79c010f93,FP005093 SH3D19_1            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,107404ea4457cf4d70e1,validation
seq_3c295cb5d1f5a4194f37,FP005094 FAM160A1_1          :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,03174ceff916f013a00f,train
seq_bc86ee666af24837869a,FP005095 PET112L_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,cd681161ee14e9afc8c8,test
seq_46f6d95742e51e570da7,FP005096 FBXW7_5             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,3017e97471e84cd7b7ce,train
seq_968d79aecf258e0d2bb0,FP005097 FBXW7_4             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,c9ef19b88860d78e7762,train
seq_ea39f213db5f7859ede0,FP005098 FBXW7_2             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,835b5af0b5696e47d9b7,test
seq_b2452c05c536e058e221,FP005099 FBXW7_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,7c26ca02c28648a92195,train
seq_9f6553d2c109176b54f1,FP005100 TMEM154_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,3396c1fb6af2680e4740,validation
seq_10494afc2d523133ea80,FP005101 TIGD4_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,72bb9923d94b29dfd652,test
seq_dc74d7410ff5426795cf,FP005102 ARFIP1_1            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,a317610b395fdc5a994e,test
seq_c2a92a59c8551884de71,FP005103 TRIM2_2             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,d1e8d8d87229cb3e01a6,validation
seq_76a466285f388f761abd,FP005104 MND1_1              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,dc37311592b0f2b3003a,train
seq_1f5779ce67e185446dc3,FP005105 KIAA0922_1          :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,63e12b23a3a107d713eb,train
seq_d115cef70af91b26d950,FP005106 KIAA0922_2          :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,0cafea75e4429393bd89,train
seq_e6c15f78c4a3ee2b94a9,FP005107 RNF175_1            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,be55f1a7e478fe6f7496,validation
seq_ec4a5c748775feb3f630,FP005108 PLRG1_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,f3a459575f9722e9ce19,train
seq_44db25ed9045df549823,FP005109 RBM46_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,0f05606a71454996801a,train
seq_6de680dc59574633cd1c,FP005110 MAP9_1              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,84014295bbb0723f457f,train
seq_b849fa81947e6614b63d,FP005111 GUCY1A3_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,0fa720f1e562f40456b7,train
seq_7ec5ee7ed514b1c5eef7,FP005112 GUCY1A3_2           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,bd347bdc7805f4795901,train
seq_81981ffaf3a1f6ee75c9,FP005113 GUCY1A3_3           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,276b5ab613a1cf15c622,test
seq_d5ac35952afef776e37e,FP005114 GUCY1B3_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,b42499c889110c055da9,test
seq_0dc2a74ef7475bd0e110,FP005115 GUCY1B3_2           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,2acf57e106fca0b151a9,test
seq_0ebe74944105211a6cd7,FP005116 CTSO_1              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,153ad46a2523ff3a7e2f,train
seq_e33b861408a5fc855bc9,FP005117 PDGFC_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,eb887b19720de21033ec,test
seq_95327105105993767b8b,FP005118 GLRB_1              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,f8bd5d543d31d45fc086,train
seq_7858c1943dd9e9338354,FP005119 GRIA2_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,cab758c66d676e98a5b4,train
seq_68086748719433c39ff5,FP005120 FAM198B_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,772053d1a0bec0f0f9f9,train
seq_4ef96dc9f629a194887d,FP005121 TMEM144_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,83a48b362c2545dc2069,train
seq_58dcbf4b2fb7a8b0056f,FP005122 C4orf46_2           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,e3de13bee48a01c6971c,test
seq_d30ebc79db6d405b4015,FP005123 C4orf46_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,a303dfcc60d25f0e17ae,train
seq_5304168a79ccecdc53e4,FP005124 ETFDH_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,1380670ef4d80e737180,train
seq_a328ebfd242e013e31f8,FP005125 ETFDH_2             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,7c74844b869c40dd72be,train
seq_c80a9f67cfbbb4335008,FP005126 ETFDH_3             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,2a846bd935a936682f10,train
seq_ac779bd3e0dfb34b3720,FP005127 PPID_1              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,b07e55ef399fc84c64ad,train
seq_8378202ee41fed3f4094,FP005128 FNIP2_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,5e35011ca8e1067f6cf2,train
seq_fe3e57afd229a0003a15,FP005129 RAPGEF2_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,2758c221e5d8b52cb359,test
seq_9ff335302b5a9edc8c9e,FP005130 NAF1_1              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,4b6e1cc584329fa692ca,train
seq_ecb85794708e9af566b6,FP005131 NPY5R_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,dd375aab39864946ae22,test
seq_b9b903231477e3a3b790,FP005132 TMA16_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,59fbd0ccfda62f54f09e,train
seq_343f54f03c4d6bbfeebf,FP005133 MARCH1_2            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,0cb0d55a2fa482660b29,train
seq_f4911323fc884fd41069,FP005134 FAM218A_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,ed22d79914b56a26535f,train
seq_0cb7ce7fe0210bd1d21e,FP005135 TRIM61_1            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,48f96881ecfc1ac90f81,train
seq_f83fec5fe18c8f257e93,FP005136 TRIM60_1            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,ca89fb30c21a5076f0cc,train
seq_9a313e2971ebbedab5d6,FP005137 TMEM192_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,ceff7f2eef258e20c9ab,train
seq_87be99668ca16178c60f,FP005138 KLHL2_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,af08ea3e8018b4b0657d,train
seq_58bcd07bdbfc053f8983,FP005139 KLHL2_2             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,302d11884085db3559f2,test
seq_407d976be9a50d7d97b5,FP005140 MSMO1_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,e87f5000c576ff048efa,test
seq_f041b8e9b020e9b3d12b,FP005141 CPE_1               :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,614e571b93d0dd82b4ca,validation
seq_531006d3c73e106a5011,FP005142 SPOCK3_1            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,28068302a125ec577ea9,validation
seq_b79badd056e4b9b458c6,FP005143 DDX60_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,6984146dcc09fd5b73f8,validation
seq_9d3868e71a659570686b,FP005144 DDX60L_3            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,048bf8516de7d2ea0878,train
seq_08648afaae9ef31022b8,FP005145 DDX60L_2            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,3e7ed8857cf6e6cae91a,train
seq_baf836c27c3cabaf4f2c,FP005146 DDX60L_1            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,98c5f4f3140e62e8514d,train
seq_7f1330b200c2921c95ac,FP005147 PALLD_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,3176747755559525fec3,validation
seq_335dc033c4d67c464dbd,FP005148 PALLD_2             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,86c502abe4ce6792e5f3,train
seq_a2c9035e645f48e7101e,FP005149 CBR4_1              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,37c2c0011ba1bfbdee1d,train
seq_be9c9a565275eeb15a26,FP005150 SH3RF1_1            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,98a44cce317a2e31d831,test
seq_6f644e00d9e779cfd0a2,FP005151 NEK1_1              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,af8abd0664f5259f6673,train
seq_5dd313bfc876aeb2b5c9,FP005152 CLCN3_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,128b483784eee30d43c9,train
seq_dbbee3dd452ca2cc65f1,FP005153 CLCN3_2             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,03c47b5fe803b5262b78,train
seq_d5d20eace8215259fce9,FP005154 C4orf27_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,76420229b27fa1cbce32,validation
seq_c80672f530dc67b2bf34,FP005155 MFAP3L_1            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,d9213800f6be512970a6,train
seq_a1a97521cdd97d12e428,FP005156 AADAT_2             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,fab3a60eb4b6ffa32ff9,train
seq_cf668c2ea28c535d82c1,FP005157 AADAT_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,827ff83c89164c0a0543,validation
seq_9867bf931d5b2ff0934e,FP005158 GALNTL6_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,654b06d0eab3c79d941e,train
seq_dc52ec0d05a8c4fc0911,FP005159 GALNT7_1            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,db6742aef3479150a5f3,train
seq_6ae5a8ec1a13adda8115,FP005160 HMGB2_2             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,6413b3aaa2d0eb581543,train
seq_647036405c76d2c05f89,FP005161 HMGB2_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,8d7c161e8a405248a77f,test
seq_83238b4a15f36f236277,FP005162 SAP30_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,be98670da0d511f38974,test
seq_2167841f7ce97c3c84cc,FP005163 SCRG1_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,49a199a4a1a406ab0e0f,test
seq_e3773a1f7267c5ac826b,FP005164 CEP44_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,c3273b9c1ab32eac2cc9,validation
seq_3f45abbbd8adce1b5d3a,FP005165 CEP44_2             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,e132f0f4d88c4a1e5dc5,train
seq_6fc19c521359ea4c1f30,FP005166 GPM6A_2             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,1ba15c19b26bb8652cfd,validation
seq_94c21f34afe67b63840b,FP005167 GPM6A_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,bb0bdbcb6382eee95b30,validation
seq_64edace2236940fca168,FP005168 WDR17_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,f9c6cc7b493342dfdd70,train
seq_cc516f21a41494c66562,FP005169 SPATA4_1            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,b866c1d58a6c257c7f5e,test
seq_6f8650c725af30d23f0b,FP005170 SPCS3_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,1eb6937696a98f774dd5,test
seq_9478d34f4807a9c57ffc,FP005171 VEGFC_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,22fad8c5fffb76e4f019,test
seq_3df46a088f0874817b3e,FP005172 NEIL3_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,869a515d9c0e5550427e,test
seq_059a6648ab6d5d882b5f,FP005173 AGA_1               :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,b12f4107266c8fe78b05,test
seq_cc9267c07e89323d99da,FP005174 TENM3_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,3c9fdb3085fc1fd1af33,validation
seq_88aaef5c512fd016bede,FP005175 DCTD_2              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,7b4041cf98092ea1e60d,train
seq_b07ff58e3ea37207bfaf,FP005176 DCTD_1              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,4ced8fab2f74ac1ab17b,train
seq_7648f2dc262de9ede3e7,FP005177 WWC2_1              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,c0309e14ab2504aad7a1,test
seq_166a9e8e0aefc97c60c6,FP005178 WWC2_2              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,b79c4bfc937e29f2141d,train
seq_8d49769f6667286591ce,FP005179 WWC2_3              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,e4f4cf4856d4481324f7,train
seq_e22f606c7f8230215d29,FP005180 ING2_1              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,956ad27db1a074f41ac1,train
seq_f3f303ead46efbd2ca41,FP005181 RWDD4_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,148103581c7df9d3b0d8,train
seq_199b4e9221d3edd10806,FP005183 TRAPPC11_2          :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,4aecfbfca438c3548682,train
seq_402d86bc6d81589fa302,FP005184 STOX2_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,6a4f48c9d04e0f1ad93c,train
seq_375448045498eb73d97b,FP005185 IRF2_1              :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,389844467459da5b9df3,train
seq_1089229eb9170e2eefe1,FP005186 CASP3_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,dbe040e3a3eb0371ec75,train
seq_8482d79bbbb9569ac8b8,FP005187 PRIMPOL_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,19c8a3e83126ae1bbef6,validation
seq_905ebb9e4c38224a0a48,FP005188 MLF1IP_1            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,76e42b6f15dffcae3ffd,train
seq_ce5f084d1dcc8977498f,FP005189 ACSL1_4             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,9831c77aa791ce7d62d4,validation
seq_b1455ea83f0d0c356114,FP005190 ACSL1_2             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,f7a81c3be794cf25ba95,train
seq_0cc006536ffa4634a57c,FP005191 KIAA1430_1          :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,42451a14268902274f13,train
seq_01775d2a360e3addb2d6,FP005192 SNX25_1             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,f59029d17b021cbcfb0c,train
seq_9735be89b3786e179719,FP005193 SNX25_2             :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,778b617ce72c425a5d37,train
seq_67969aa606107dcf4243,FP005194 CCDC110_1           :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,dcfc7b8af75e6d3b6dbe,train
seq_20fdae58f7f9d8c1eb27,FP005195 SORBS2_9            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,f2ee2ec69439972b6a67,train
seq_fbf1aa8c8f6eacfb3485,FP005196 SORBS2_8            :+U  EU:NC; range  -200 to    50.,data\3) finalized\Eukaryotic Species\Human\Human_promoter.fasta,eukaryota,Homo sapiens,human,promoter,251,251,ca8a7c7516c907bb1a7f,train
